,INFY,HINDUNILVR,TATACONSUM,WIPRO,ASIANPAINT,IRCTC,PFIZER,ITC,BURGERKING,JUBLFOOD,TCS,RELIANCE,BERGEPAINT,KOTAKBANK,IRFC,PIDILITIND,ADANIPORTS,NAUKRI,TATACHEM,TITAN,ADANIENT,ADANITRANS,ATGL,JSWSTEEL,CIPLA,DIXON,TNPETRO,CADILAHC,ALKYLAMINE,CAMS,DEEPAKNTR,INDIAMART,CDSL,LAURUSLABS,UPL,ADANIPOWER,TATAPOWER,TATASTEEL,TATAMOTORS
27-01-2021,3.862191217231128,2.409916608177395,-0.6648838620616068,0.0,-4.318142932073746,0.0,0.0,0.0,0.0,0.0,13.724859237090392,-2.135185376432924,-5.544648456043086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-01-2021,1.831622546996035,-1.3459273622726353,-2.078012150635874,0.0,-4.078604506351695,0.0,0.0,0.0,0.0,0.0,11.576639697676779,-3.098213363626975,-5.692919892400649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-01-2021,-1.0925559113189416,-3.0461212690784074,-2.85826703389774,0.0,-5.466749317708173,0.0,0.0,0.0,0.0,0.0,8.558321497413006,-4.825467313849014,-8.8646393136146,0.0,-4.423076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-01-2021,-1.0925559113189416,-3.0461212690784074,-2.85826703389774,0.0,-5.466749317708173,0.0,0.0,0.0,0.0,0.0,8.558321497413006,-4.825467313849014,-8.8646393136146,0.0,-4.423076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31-01-2021,-1.0925559113189416,-3.0461212690784074,-2.85826703389774,0.0,-5.466749317708173,0.0,0.0,0.0,0.0,0.0,8.558321497413006,-4.825467313849014,-8.8646393136146,0.0,-4.423076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-02-2021,0.6467917119079748,-3.6778054032190908,1.3377703383105148,0.0,-3.878334675010308,0.0,0.0,0.0,0.0,0.0,9.527810185654864,-2.1300216874935454,-6.937110640966284,0.0,-3.4615384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-02-2021,1.4287002764778731,-4.4186959469908755,-0.25450110722423697,0.0,-3.168181407274161,0.0,0.0,0.0,0.0,0.0,11.716134472963375,-0.3489277056592594,-6.298907068486064,0.0,-4.8076923076923075,1.0093768818283486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-02-2021,2.6135311115659334,-4.375869903998287,0.5427003433999807,0.0,-3.561223513875041,0.0,0.0,0.0,0.0,0.0,11.597563913969768,-0.13167083232424884,-5.703938433680398,0.0,-6.730769230769231,-0.24374157657786827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-02-2021,2.102896946948857,-3.767740093503527,1.9118071825154852,0.0,-5.5912859944685875,0.0,0.0,0.0,0.0,0.0,11.193029065638633,-0.460142533675991,-5.089568647739766,0.0,0.0,0.9348206348751182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05-02-2021,1.5124761941103622,-2.76989329177621,2.7090086331397027,0.0,-6.581752103102805,0.0,0.0,0.0,0.0,0.0,10.132868773460485,-0.4756608817713489,-5.561663325357305,0.0,0.0,-0.8000458807673558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02-2021,1.5124761941103622,-2.76989329177621,2.7090086331397027,0.0,-6.581752103102805,0.0,0.0,0.0,0.0,0.0,10.132868773460485,-0.4756608817713489,-5.561663325357305,0.0,0.0,-0.8000458807673558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-02-2021,1.5124761941103622,-2.76989329177621,2.7090086331397027,0.0,-6.581752103102805,0.0,0.0,0.0,0.0,0.0,10.132868773460485,-0.4756608817713489,-5.561663325357305,0.0,0.0,-0.8000458807673558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02-2021,4.069636346606815,-4.163880991184973,3.4802143842870437,0.0,-4.978140308171215,0.0,0.0,0.0,0.0,0.0,12.124156690676676,0.9468543603031251,-2.6644247558688483,0.0,0.0,-0.5706420439881857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09-02-2021,4.165380252472517,-5.0696518004782245,3.7748323116916462,0.0,-1.4604134540933371,0.0,0.0,0.0,0.0,0.0,10.79023790199858,1.1873887557811724,-1.4227510832309385,0.0,0.0,1.1928999512516847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-02-2021,3.4433116290686825,-4.245250472870891,4.112776404891043,0.0,-1.322848716783029,0.0,0.0,0.0,0.0,0.0,12.059640357106625,2.1753902511856253,-1.3063441764211343,0.0,0.0,0.7885756889283974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-02-2021,3.1361332644162223,-3.0846647077717373,5.785166404570108,0.0,-1.523300191149478,0.0,0.0,0.0,0.0,0.0,11.805062392208583,6.336893932090768,-0.1810774105930285,0.0,0.0,1.6172970492931493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-02-2021,4.504473252413544,-3.988294214915359,5.282582881350493,0.0,-2.285801877955185,0.0,0.0,0.0,0.0,0.0,11.287188038957087,5.607531571608947,-0.362154821186057,0.0,0.0,1.0065093338686089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-02-2021,4.504473252413544,-3.988294214915359,5.282582881350493,0.0,-2.285801877955185,0.0,0.0,0.0,0.0,0.0,11.287188038957087,5.607531571608947,-0.362154821186057,0.0,0.0,1.0065093338686089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-02-2021,4.504473252413544,-3.988294214915359,5.282582881350493,0.0,-2.285801877955185,0.0,0.0,0.0,0.0,0.0,11.287188038957087,5.607531571608947,-0.362154821186057,0.0,0.0,1.0065093338686089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-02-2021,4.496494593591403,-5.103912634872295,8.020796559581502,0.0,-3.402041460701685,0.0,0.0,0.0,0.0,0.0,9.501654915288627,5.14198112874821,-1.1770031688546854,0.0,0.0,1.3162045135204887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-02-2021,2.9566134409180314,0.0,8.89598510863635,0.0,-3.6948578301193407,0.0,0.0,0.0,0.0,0.0,8.432776199655068,6.541218848679647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-02-2021,2.2864060998581186,0.0,9.554542828717224,0.0,-6.094379890917714,0.0,0.0,0.0,0.0,0.0,7.184297960840012,7.761995565514469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-02-2021,3.1201759467719388,0.0,8.142109823806926,0.0,-2.889121511587536,0.0,0.0,0.0,0.0,0.0,6.628062544384702,6.957627855905084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-02-2021,3.032410699728379,0.0,6.963638114188517,0.0,-4.9270448343131,0.0,0.0,0.0,0.0,0.0,7.135474789489702,7.6223304326562475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20-02-2021,3.032410699728379,0.0,6.963638114188517,0.0,-4.9270448343131,0.0,0.0,0.0,0.0,0.0,7.135474789489702,7.6223304326562475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-02-2021,3.032410699728379,0.0,6.963638114188517,0.0,-4.9270448343131,0.0,0.0,0.0,0.0,0.0,7.135474789489702,7.6223304326562475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-02-2021,0.9459914177382931,0.0,7.154273243685613,0.0,-6.1749535227708945,0.0,0.0,0.0,0.0,0.0,3.1825415948057216,3.874649367627315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-02-2021,1.037745994192924,0.0,8.748676144934048,0.0,-6.717351629880109,0.0,0.0,0.0,0.0,0.0,3.9305823272801055,4.710053773427416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-02-2021,1.6720493705531985,0.0,8.792002310728842,0.0,-6.89618578838351,0.0,0.0,0.0,0.0,0.0,2.9262199452165976,6.846413027888352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-02-2021,1.7079533352528367,0.0,8.930646041272185,0.0,-6.701629945616074,0.0,0.0,0.0,0.0,0.0,4.457175103987014,10.94842970776129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26-02-2021,-0.0034689820965833995,0.0,5.568535575596136,0.0,-10.48662543218255,0.0,0.0,0.0,0.0,0.0,0.9959609921882926,7.893901524325011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-02-2021,-0.0034689820965833995,0.0,5.568535575596136,0.0,-10.48662543218255,0.0,0.0,0.0,0.0,0.0,0.9959609921882926,7.893901524325011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-02-2021,-0.0034689820965833995,0.0,5.568535575596136,0.0,-10.48662543218255,0.0,0.0,0.0,0.0,0.0,0.9959609921882926,7.893901524325011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03-2021,1.2252444765132566,0.0,8.237427388555474,0.0,-7.122184999679016,0.0,0.0,0.0,0.0,0.0,2.0474028609110277,8.71637397337898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03-2021,4.081604334840028,0.0,9.58920376135306,0.0,-6.029527943328569,0.0,0.0,0.0,0.0,0.0,4.988998934767171,8.949149194809348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-03-2021,7.201259934297479,0.0,10.377739978818319,0.0,-5.5814599418035655,0.0,0.0,0.0,0.0,0.0,6.682116769808258,13.909847802625423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-03-2021,6.144087640363688,0.0,9.372572932379088,0.0,-4.966349044973188,0.0,0.0,0.0,0.0,0.0,6.354304047884752,12.551992344281606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05-03-2021,5.0550007111413295,0.0,7.908148528515036,0.0,-6.176918733303899,0.0,0.0,0.0,0.0,0.0,4.9018147002130465,12.699416651187507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-03-2021,5.0550007111413295,0.0,7.908148528515036,0.0,-6.176918733303899,0.0,0.0,0.0,0.0,0.0,4.9018147002130465,12.699416651187507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-03-2021,5.0550007111413295,0.0,7.908148528515036,0.0,-6.176918733303899,0.0,0.0,0.0,0.0,0.0,4.9018147002130465,12.699416651187507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03-2021,6.618817840281126,0.0,6.764337751532462,0.0,-6.326274733812233,0.0,0.0,0.0,0.0,0.0,4.872172060464645,13.340841705795633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09-03-2021,7.368811769562457,0.0,6.097114798292628,0.0,-4.754106307408713,0.0,0.0,0.0,0.0,0.0,6.397896165161814,13.338255314446407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-03-2021,9.160020675133296,0.0,7.613530601110433,0.0,-4.414124885198952,0.0,0.0,0.0,0.0,0.0,7.130243735416455,12.867532088887216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-03-2021,9.160020675133296,0.0,7.613530601110433,0.0,-4.414124885198952,0.0,0.0,0.0,0.0,0.0,7.130243735416455,12.867532088887216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-03-2021,9.694590816216797,0.0,6.62569402098912,0.0,-5.593251205001592,0.0,0.0,0.0,0.0,0.0,6.642012021913361,10.627717180457227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-03-2021,9.694590816216797,0.0,6.62569402098912,0.0,-5.593251205001592,0.0,0.0,0.0,0.0,0.0,6.642012021913361,10.627717180457227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-03-2021,9.694590816216797,0.0,6.62569402098912,0.0,-5.593251205001592,0.0,0.0,0.0,0.0,0.0,6.642012021913361,10.627717180457227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-03-2021,9.594857580940024,0.0,5.3172438139863285,0.0,-7.4012448953656405,0.0,0.0,0.0,0.0,0.0,6.934951050015218,9.088814327667569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-03-2021,10.444584745498128,0.0,5.889149202477615,0.0,-2.887156301054532,0.0,0.0,0.0,0.0,0.0,8.458931470021305,8.659473363696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-03-2021,10.679955180751312,0.0,4.563368529156905,0.0,-4.767862781139743,0.0,0.0,0.0,0.0,0.0,8.560065182104088,6.318789192646184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-03-2021,6.682647110858261,0.0,3.168265990564524,0.0,-5.491060257285363,0.0,0.0,0.0,0.0,0.0,5.904433397585472,3.947068325405652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-03-2021,7.340886463684961,0.0,4.078115472255207,0.0,-5.227722045862773,0.0,0.0,0.0,0.0,0.0,6.826842599168104,7.697335781783811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20-03-2021,7.340886463684961,0.0,4.078115472255207,0.0,-5.227722045862773,0.0,0.0,0.0,0.0,0.0,6.826842599168104,7.697335781783811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-03-2021,7.340886463684961,0.0,4.078115472255207,0.0,-5.227722045862773,0.0,0.0,0.0,0.0,0.0,6.826842599168104,7.697335781783811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-03-2021,9.371455133920055,0.0,7.544208735838763,0.0,-4.659776201824501,0.0,0.0,0.0,0.0,0.0,9.142455868925637,6.683470372887094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-03-2021,9.431295075086117,0.0,9.892486921916621,0.0,-5.265061045989857,0.0,0.0,0.0,0.0,0.0,9.594070203915999,8.062016962024721,0.0,0.0,0.0,0.0,-0.12846517917511832,0.24043761746270068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-03-2021,8.015083134155944,0.0,9.129946403928239,0.0,-3.932648304612873,0.0,0.0,0.0,0.0,0.0,8.844285786750532,5.902380185420747,0.0,0.0,0.0,0.0,-4.3069641649763355,-1.670463971105488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-03-2021,6.419351369727581,0.0,6.6170287878301615,0.0,-5.58342515233657,0.0,0.0,0.0,0.0,0.0,6.994236329512022,3.080627223414836,0.0,0.0,0.0,0.0,-6.930358350236647,-7.43781695242695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26-03-2021,6.618817840281126,0.0,8.88731987547739,0.0,-1.5370566648805086,0.0,0.0,0.0,0.0,0.0,6.997723698894187,3.178910094685436,0.0,0.0,0.0,0.0,-4.739902876840029,-6.114885083418204,-1.1752988047808766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-03-2021,6.618817840281126,0.0,8.88731987547739,0.0,-1.5370566648805086,0.0,0.0,0.0,0.0,0.0,6.997723698894187,3.178910094685436,0.0,0.0,0.0,0.0,-4.739902876840029,-6.114885083418204,-1.1752988047808766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-03-2021,6.618817840281126,0.0,8.88731987547739,0.0,-1.5370566648805086,0.0,0.0,0.0,0.0,0.0,6.997723698894187,3.178910094685436,0.0,0.0,0.0,0.0,-4.739902876840029,-6.114885083418204,-1.1752988047808766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-03-2021,6.618817840281126,0.0,8.88731987547739,0.0,-1.5370566648805086,0.0,0.0,0.0,0.0,0.0,6.997723698894187,3.178910094685436,0.0,0.0,0.0,0.0,-4.739902876840029,-6.114885083418204,-1.1752988047808766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-03-2021,7.399456902242403,0.0,6.2938468651375965,0.0,1.3282202922399076,0.0,0.0,0.0,0.0,0.0,10.19912879172162,4.971279299699273,0.0,0.0,0.0,0.0,-3.723686777809092,-12.058628980607498,-0.08632138114209828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31-03-2021,6.042962733291993,0.0,7.881078255975234,0.0,-0.26949587109267015,0.0,0.0,0.0,0.0,0.0,10.823367911129147,3.621183015403136,0.0,0.0,0.0,0.0,-4.780551520801266,-10.113079176422413,-0.1593625498007968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-04-2021,7.380078414114541,0.0,9.806018453374072,0.0,0.3495454468037161,0.0,0.0,0.0,0.0,0.0,10.406627269960435,4.5859069886645525,0.0,0.0,0.0,0.0,-0.24145294512975046,-10.46376111630251,3.4794156706507304,-1.1818757921419518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04-2021,7.380078414114541,0.0,9.806018453374072,0.0,0.3495454468037161,0.0,0.0,0.0,0.0,0.0,10.406627269960435,4.5859069886645525,0.0,0.0,0.0,0.0,-0.24145294512975046,-10.46376111630251,3.4794156706507304,-1.1818757921419518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-04-2021,7.380078414114541,0.0,9.806018453374072,0.0,0.3495454468037161,0.0,0.0,0.0,0.0,0.0,10.406627269960435,4.5859069886645525,0.0,0.0,0.0,0.0,-0.24145294512975046,-10.46376111630251,3.4794156706507304,-1.1818757921419518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-04-2021,7.380078414114541,0.0,9.806018453374072,0.0,0.3495454468037161,0.0,0.0,0.0,0.0,0.0,10.406627269960435,4.5859069886645525,0.0,0.0,0.0,0.0,-0.24145294512975046,-10.46376111630251,3.4794156706507304,-1.1818757921419518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05-04-2021,9.306300134024124,0.0,8.902647395822864,0.0,-1.3208835062500246,0.0,0.0,0.0,0.0,0.0,11.195931440763225,3.0832136147640625,0.0,0.0,0.0,0.0,0.5715199340949986,-6.85929674621757,1.1819389110225764,-2.7249683143219263,1.3579697239536954,8.405438813349814,11.1233059744226,0.1732297180904085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-04-2021,9.383814086535576,0.0,8.348057082844258,0.0,2.688145981078953,0.0,0.0,0.0,0.0,0.0,12.067841007211342,2.6435270853955886,0.0,0.0,0.0,0.0,9.55866480896407,-5.463918608191678,4.146822434237286,0.0,7.631169548089228,9.829419035846724,15.112616911624356,3.9415373221980343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
